status,date,no_of_accounts,no_of_trans,moved_amount
C,960219,10,11,133759.0
C,960220,5,5,36400.0
C,960221,13,15,239020.0
C,960222,5,5,49903.0
C,960223,3,4,122157.0
C,960224,8,9,98808.0
C,960225,10,10,110622.0
C,960226,11,12,180330.0
C,960227,8,9,112662.0
C,960228,6,8,193879.0
C,960229,131,268,150026.70005846024
C,960301,9,9,138651.0
C,960302,11,11,120094.0
C,960303,7,7,91610.0
C,960304,9,9,84020.0
C,960305,16,16,167547.0
C,960306,20,20,169719.0
C,960307,29,33,604358.0
C,960308,22,22,370793.0
C,960309,26,29,373559.0
C,960310,19,23,255289.0
C,960311,21,22,329660.0
C,960312,49,53,294444.30029296875
C,960313,30,32,280537.0
C,960314,21,23,206958.0
C,960315,9,9,99294.0
C,960316,12,13,183811.0
C,960317,4,4,22064.0
C,960318,11,12,118875.0
C,960319,6,6,26726.0
C,960320,9,10,140507.0
C,960321,9,10,128943.0
C,960322,14,14,134256.0
C,960323,7,7,135253.0
C,960324,6,8,185187.0
C,960325,4,5,72313.0
C,960326,10,10,108580.0
C,960327,7,8,46145.0
C,960328,9,10,156713.0
C,960329,9,10,188449.0
C,960330,9,9,94999.0
C,960331,139,284,270877.2000350952
C,960401,10,10,53739.0
C,960402,4,4,15620.0
C,960403,10,11,170053.0
C,960404,13,13,100073.0
C,960405,19,19,156504.0
C,960406,22,24,309046.0
C,960407,35,36,376168.0
C,960408,25,25,426564.0
C,960409,20,20,188641.0
C,960410,22,23,199657.0
C,960411,20,20,223057.0
C,960412,53,60,418737.8005371094
C,960413,24,25,354713.0
C,960414,23,23,260268.0
C,960415,12,12,110464.0
C,960416,7,8,97285.0
C,960417,11,11,148090.0
C,960418,9,10,139490.0
C,960419,5,5,32495.0
C,960420,13,15,224452.0
C,960421,9,9,83796.0
C,960422,7,7,110542.0
C,960423,9,9,137772.0
C,960424,7,7,62979.0
C,960425,16,16,241330.0
C,960426,15,15,195362.0
C,960427,10,10,73053.0
C,960428,6,7,157294.0
C,960429,12,13,167580.0
C,960430,155,297,92869.49993276596
C,960501,8,8,84865.0
C,960502,10,13,291358.0
C,960503,13,17,313051.0
C,960504,13,15,261041.0
C,960505,24,26,265603.0
C,960506,19,20,265574.0
C,960507,27,29,331748.0
C,960508,22,25,492494.0
C,960509,25,27,311409.0
C,960510,20,21,223857.0
C,960511,24,24,253205.0
C,960512,60,66,444895.3005371094
C,960513,20,20,182258.0
C,960514,26,28,285712.0
C,960515,12,12,102701.0
C,960516,7,7,59857.0
C,960517,11,12,115093.0
C,960518,7,7,64238.0
C,960519,9,9,71087.0
C,960520,13,14,204587.0
C,960521,12,12,142087.0
C,960522,7,9,228884.0
C,960523,7,8,237921.0
C,960524,12,12,106794.0
C,960525,15,16,247602.0
C,960526,13,15,267715.0
C,960527,9,9,88031.0
C,960528,7,7,102441.0
C,960529,10,10,126591.0
C,960530,15,18,326359.0
C,960531,169,328,343896.8000860214
C,960601,7,8,239234.0
C,960602,12,14,253079.0
C,960603,16,17,231892.0
C,960604,8,9,108167.0
C,960605,22,25,436502.5
C,960606,26,27,292197.0
C,960607,32,35,749938.5
C,960608,24,29,547580.0
C,960609,26,26,336914.0
C,960610,23,24,328581.0
C,960611,24,28,510723.0
C,960612,57,67,586278.1000976562
C,960613,27,30,452672.0
C,960614,29,33,473730.0
C,960615,7,9,154358.0
C,960616,11,11,144721.0
C,960617,11,11,90779.0
C,960618,12,13,204852.0
C,960619,10,10,127824.0
C,960620,16,17,196655.0
C,960621,10,10,149585.0
C,960622,11,13,279411.0
C,960623,14,15,224813.0
C,960624,16,18,321950.0
C,960625,18,18,278213.0
C,960626,11,11,183254.0
C,960627,10,10,197864.0
C,960628,13,14,227231.0
C,960629,12,12,198952.0
C,960630,184,356,294699.2999687195
C,960701,7,9,146866.0
C,960702,13,13,75566.0
C,960703,11,11,175900.0
C,960704,15,17,283475.0
C,960705,27,31,387947.0
C,960706,26,27,231868.0
C,960707,32,35,548429.0
C,960708,34,39,664375.0
C,960709,26,27,386723.0
C,960710,27,31,449237.0
C,960711,29,31,373315.0
C,960712,65,72,507672.30029296875
C,960713,27,29,335457.0
C,960714,25,27,369142.0
C,960715,7,8,112274.0
C,960716,16,17,156398.0
C,960717,14,14,201471.0
C,960718,16,19,182164.0
C,960719,12,12,178286.0
C,960720,13,14,124143.0
C,960721,10,12,170065.0
C,960722,7,9,153717.0
C,960723,8,9,59346.0
C,960724,18,19,349466.0
C,960725,15,17,265904.0
C,960726,14,14,159332.0
C,960727,13,13,135523.0
C,960728,14,14,196614.0
C,960729,11,13,213056.0
C,960730,15,16,135384.0
C,960731,198,371,273462.00001335144
C,960801,13,15,256409.0
C,960802,16,18,257470.0
C,960803,8,9,173522.0
C,960804,15,16,233814.0
C,960805,39,42,505518.0
C,960806,31,33,304807.0
C,960807,40,44,558330.0
C,960808,34,39,662088.0
C,960809,30,30,350729.0
C,960810,30,33,320859.0
C,960811,24,25,344468.0
C,960812,64,71,460641.3005371094
C,960813,30,31,320266.0
C,960814,32,33,313805.0
C,960815,18,18,200427.0
C,960816,18,18,210046.0
C,960817,16,16,180953.0
C,960818,12,13,137632.0
C,960819,19,19,153991.0
C,960820,7,8,171502.0
C,960821,13,16,300661.0
C,960822,13,13,172863.0
C,960823,16,18,472865.0
C,960824,15,16,195292.0
C,960825,13,14,254166.0
C,960826,13,14,193883.0
C,960827,18,19,299113.0
C,960828,12,13,180901.0
C,960829,8,8,55808.0
C,960830,10,11,110798.0
C,960831,216,421,484878.900138855
C,960901,15,15,201163.0
C,960902,15,16,229610.0
C,960903,14,14,177926.0
C,960904,20,21,232550.0
C,960905,38,43,448404.0
C,960906,39,39,319307.0
C,960907,39,42,673656.0
C,960908,24,25,446028.0
C,960909,34,37,438754.0
C,960910,30,32,310252.0
C,960911,26,27,343029.0
C,960912,66,82,544139.4997558594
C,960913,35,36,443073.0
C,960914,36,40,504315.0
C,960915,16,18,271759.0
C,960916,13,15,285907.0
C,960917,18,23,465626.0
C,960918,21,22,316407.0
C,960919,16,16,163743.0
C,960920,12,12,102840.0
C,960921,6,6,55402.0
C,960922,16,16,188556.0
C,960923,13,13,147255.0
C,960924,7,8,133505.0
C,960925,8,8,43589.0
C,960926,14,16,250829.0
C,960927,15,16,160607.0
C,960928,17,18,291599.0
C,960929,9,10,174614.0
C,960930,228,439,396282.9000620842
C,961001,15,15,117050.0
C,961002,16,18,310565.0
C,961003,17,19,247777.0
C,961004,29,32,467858.0
C,961005,37,44,620887.0
C,961006,30,34,340727.0
C,961007,41,44,651562.0
C,961008,34,38,530560.0
C,961009,35,36,347994.0
C,961010,29,30,359653.0
C,961011,34,35,441761.0
C,961012,85,94,711825.6997070312
C,961013,34,37,308282.0
C,961014,36,38,476753.0
C,961015,12,16,274044.0
C,961016,17,17,270844.0
C,961017,15,16,185320.0
C,961018,19,19,257987.0
C,961019,16,17,166815.0
C,961020,11,12,139454.0
C,961021,12,12,91835.0
C,961022,28,29,498859.0
C,961023,14,14,171952.0
C,961024,12,12,105339.0
C,961025,19,23,451057.0
C,961026,14,16,251683.0
C,961027,16,17,230934.0
C,961028,17,17,174487.0
C,961029,16,18,366293.0
C,961030,22,26,477453.0
C,961031,239,472,400030.9999423027
C,961101,15,16,195232.0
C,961102,18,22,345294.0
C,961103,17,17,202567.0
C,961104,17,17,200062.0
C,961105,52,57,638834.0
C,961106,35,37,418173.0
C,961107,42,45,700357.0
C,961108,33,35,496875.0
C,961109,35,36,551532.0
C,961110,28,32,476064.0
C,961111,34,37,382472.0
C,961112,87,96,520808.0007324219
C,961113,32,37,412364.0
C,961114,34,40,562260.0
C,961115,16,18,311496.0
C,961116,18,21,369765.0
C,961117,17,18,231239.0
C,961118,16,16,204130.0
C,961119,15,16,245094.0
C,961120,19,20,309356.0
C,961121,21,22,211484.0
C,961122,18,18,212789.0
C,961123,13,13,191201.0
C,961124,16,19,253988.0
C,961125,19,19,301540.0
C,961126,14,14,232472.0
C,961127,20,22,281572.0
C,961128,11,11,167629.0
C,961129,25,28,363735.0
C,961130,259,503,276715.40027332306
C,961201,21,21,201695.0
C,961202,20,22,284715.0
C,961203,25,26,221380.0
C,961204,23,26,310179.0
C,961205,55,63,808704.0
C,961206,38,38,500504.0
C,961207,54,64,1348413.0
C,961208,47,53,1079825.0
C,961209,42,45,719712.5
C,961210,36,38,544977.0
C,961211,41,46,689956.0
C,961212,101,119,852223.6999511719
C,961213,41,48,635893.5
C,961214,40,43,637630.0
C,961215,20,21,267634.0
C,961216,26,26,270049.0
C,961217,24,26,344637.0
C,961218,26,28,316230.0
C,961219,30,36,497238.0
C,961220,24,25,348620.0
C,961221,22,23,319735.0
C,961222,27,29,417928.0
C,961223,19,20,318572.0
C,961224,21,24,361684.0
C,961225,25,26,344482.0
C,961226,22,26,453382.0
C,961227,19,22,316767.0
C,961228,24,24,298729.0
C,961229,20,23,535156.0
C,961230,26,34,530164.0
C,961231,275,526,196193.00009727478
C,970101,35,45,468106.0
C,970102,46,53,409032.0
C,970103,44,46,374355.0
C,970104,45,52,434522.0
C,970105,68,77,699181.0
C,970106,48,53,549620.0
C,970107,78,92,894139.0
C,970108,66,77,773585.0
C,970109,61,72,731072.0
C,970110,69,81,731164.0
C,970111,62,73,793386.0
C,970112,120,146,943714.9001464844
C,970113,63,77,628587.0
C,970114,55,62,622184.0
C,970115,36,38,282294.0
C,970116,36,37,232098.0
C,970117,39,41,294931.0
C,970118,43,50,417906.0
C,970119,40,50,349626.0
C,970120,46,55,473598.0
C,970121,34,37,243679.0
C,970122,50,55,385066.0
C,970123,49,54,558245.0
C,970124,40,48,619497.0
C,970125,39,42,254213.0
C,970126,37,41,237665.0
C,970127,36,39,293409.0
C,970128,35,40,323761.0
C,970129,36,41,421139.0
C,970130,34,41,357421.0
C,970131,295,574,292044.7000799179
C,970201,20,20,174935.0
C,970202,24,26,236812.0
C,970203,20,21,197954.0
C,970204,24,25,323249.0
C,970205,49,52,553162.0
C,970206,42,45,428321.0
C,970207,47,55,892144.0
C,970208,46,49,762402.0
C,970209,39,43,496395.0
C,970210,31,33,307952.0
C,970211,39,42,548534.0
C,970212,94,113,755649.3005371094
C,970213,44,47,495968.0
C,970214,41,44,529391.0
C,970215,22,23,262635.0
C,970216,14,16,300556.0
C,970217,17,18,224348.0
C,970218,16,19,244893.0
C,970219,19,19,218970.0
C,970220,21,21,118145.0
C,970221,23,24,237410.0
C,970222,18,19,352193.0
C,970223,20,23,421055.0
C,970224,17,18,205671.0
C,970225,11,12,178804.0
C,970226,18,19,258830.0
C,970227,22,24,516554.0
C,970228,304,594,331985.30001306534
C,970301,19,19,258390.0
C,970302,28,29,411965.0
C,970303,27,28,362381.0
C,970304,28,31,435551.0
C,970305,53,61,650606.0
C,970306,37,40,497419.0
C,970307,51,57,829461.0
C,970308,49,52,505514.0
C,970309,46,50,625108.0
C,970310,42,45,599560.0
C,970311,44,50,636429.0
C,970312,113,128,700606.1008300781
C,970313,53,56,636011.0
C,970314,47,49,486211.0
C,970315,17,18,203182.0
C,970316,14,14,198695.0
C,970317,24,26,379185.0
C,970318,27,29,379881.0
C,970319,23,24,254128.0
C,970320,12,13,180286.0
C,970321,29,33,467343.0
C,970322,22,22,205318.0
C,970323,13,13,150574.0
C,970324,19,20,353937.0
C,970325,22,23,351840.0
C,970326,16,16,151163.0
C,970327,17,17,226810.0
C,970328,16,17,181569.0
C,970329,24,30,717060.0
C,970330,21,22,413198.0
C,970331,314,627,339199.70009326935
C,970401,20,23,415235.0
C,970402,27,30,310369.0
C,970403,28,29,365130.0
C,970404,29,32,401891.0
C,970405,45,53,561296.0
C,970406,47,51,760450.0
C,970407,59,62,923209.0
C,970408,49,53,513347.0
C,970409,48,51,641635.0
C,970410,50,53,587636.0
C,970411,40,45,642675.0
C,970412,116,136,809614.9006347656
C,970413,47,48,476404.0
C,970414,43,50,641406.0
C,970415,21,21,298663.0
C,970416,23,25,310838.0
C,970417,18,19,318689.0
C,970418,21,22,205784.0
C,970419,24,24,313388.0
C,970420,24,26,394388.0
C,970421,26,26,253697.0
C,970422,21,22,349507.0
C,970423,24,26,341184.0
C,970424,24,25,364879.0
C,970425,24,28,517402.0
C,970426,16,17,168449.0
C,970427,19,20,349581.0
C,970428,20,26,555922.0
C,970429,20,21,362156.0
C,970430,325,650,344647.20003700256
C,970501,20,21,358238.0
C,970502,30,34,467694.0
C,970503,26,27,357282.0
C,970504,28,30,275999.0
C,970505,51,54,572355.0
C,970506,50,58,769558.0
C,970507,62,70,714175.0
C,970508,51,55,672122.0
C,970509,53,60,914320.0
C,970510,45,49,544913.0
C,970511,54,61,713677.0
C,970512,118,128,721267.6005859375
C,970513,61,68,784631.0
C,970514,42,45,428655.0
C,970515,22,22,259244.0
C,970516,29,31,436171.0
C,970517,18,18,229240.0
C,970518,16,17,158886.0
C,970519,15,16,215419.0
C,970520,29,30,305769.0
C,970521,28,29,323672.0
C,970522,18,18,186229.0
C,970523,20,21,288475.0
C,970524,19,19,180951.0
C,970525,25,28,366752.0
C,970526,21,21,310646.0
C,970527,19,20,323070.0
C,970528,19,20,284675.0
C,970529,22,24,434382.0
C,970530,16,17,212456.0
C,970531,335,686,341316.20009994507
C,970601,36,39,551899.0
C,970602,32,34,368310.0
C,970603,26,28,367294.0
C,970604,27,30,438700.0
C,970605,61,68,963587.5
C,970606,52,55,863416.0
C,970607,68,78,1240423.0
C,970608,54,58,939205.0
C,970609,53,57,808984.0
C,970610,56,60,1138723.0
C,970611,51,59,1003795.0
C,970612,132,147,979004.9013671875
C,970613,60,69,892594.5
C,970614,57,61,1070826.0
C,970615,35,37,529179.0
C,970616,22,23,238964.0
C,970617,26,29,427219.0
C,970618,23,25,350614.0
C,970619,31,33,430893.0
C,970620,28,29,332428.0
C,970621,30,31,356141.0
C,970622,24,26,504269.0
C,970623,28,29,335941.0
C,970624,18,21,226725.0
C,970625,21,21,232896.0
C,970626,24,24,465788.0
C,970627,22,23,376339.0
C,970628,30,31,552444.0
C,970629,25,26,452430.0
C,970630,346,719,600433.00020504
C,970701,24,27,438787.0
C,970702,34,36,525644.0
C,970703,28,28,304520.0
C,970704,22,23,337994.0
C,970705,63,66,781312.0
C,970706,58,66,727692.0
C,970707,59,67,993282.0
C,970708,49,52,658976.0
C,970709,54,56,517874.0
C,970710,53,58,771747.0
C,970711,52,56,653605.0
C,970712,140,157,958309.0007324219
C,970713,65,69,781643.0
C,970714,49,54,586712.0
C,970715,29,30,386728.0
C,970716,28,29,329979.0
C,970717,21,24,422765.0
C,970718,24,24,224563.0
C,970719,27,28,331603.0
C,970720,29,30,204966.0
C,970721,22,23,155640.0
C,970722,21,22,323510.0
C,970723,28,30,402866.0
C,970724,18,18,217558.0
C,970725,24,25,426623.0
C,970726,15,17,199616.0
C,970727,23,24,470361.0
C,970728,26,27,445546.0
C,970729,16,17,264902.0
C,970730,17,18,263616.0
C,970731,358,742,526872.1000038385
C,970801,29,33,313579.0
C,970802,28,29,303704.0
C,970803,25,27,403917.0
C,970804,18,19,202362.0
C,970805,63,70,813518.0
C,970806,48,53,544864.0
C,970807,65,70,991586.0
C,970808,60,66,789771.0
C,970809,42,48,488936.0
C,970810,51,53,558141.0
C,970811,48,57,595006.0
C,970812,155,168,973923.8999023438
C,970813,57,63,669395.0
C,970814,69,73,879041.0
C,970815,21,22,300583.0
C,970816,19,20,291079.0
C,970817,28,29,500734.0
C,970818,30,30,334359.0
C,970819,33,37,462012.0
C,970820,24,24,359243.0
C,970821,20,21,288479.0
C,970822,23,25,370839.0
C,970823,23,27,471882.0
C,970824,18,19,301974.0
C,970825,19,20,252027.0
C,970826,27,28,366525.0
C,970827,19,19,239015.0
C,970828,24,24,292539.0
C,970829,27,27,342203.0
C,970830,34,37,592576.0
C,970831,368,761,338021.900100708
C,970901,32,33,375685.0
C,970902,22,22,214304.0
C,970903,20,21,190466.0
C,970904,35,35,524943.0
C,970905,64,71,931783.0
C,970906,49,51,591960.0
C,970907,70,74,810983.0
C,970908,56,60,722101.0
C,970909,52,60,617342.0
C,970910,47,49,547013.0
C,970911,52,57,699789.0
C,970912,152,176,1003384.6008300781
C,970913,61,71,697446.0
C,970914,51,57,663813.0
C,970915,21,22,233813.0
C,970916,21,22,248346.0
C,970917,38,40,573178.0
C,970918,29,30,419132.0
C,970919,24,26,398842.0
C,970920,21,22,335839.0
C,970921,27,27,382681.0
C,970922,21,24,404705.0
C,970923,22,24,377468.0
C,970924,18,20,230961.0
C,970925,22,25,365083.0
C,970926,18,21,287968.0
C,970927,26,29,486425.0
C,970928,27,28,438715.0
C,970929,25,27,438222.0
C,970930,382,793,582536.6000070572
C,971001,28,28,249134.0
C,971002,30,34,518784.0
C,971003,24,26,295485.0
C,971004,41,45,585288.0
C,971005,70,74,797136.0
C,971006,55,57,751557.0
C,971007,71,76,891799.0
C,971008,55,62,801296.0
C,971009,47,54,643495.0
C,971010,60,64,636308.0
C,971011,52,57,852670.0
C,971012,162,175,884825.0002441406
C,971013,66,72,676671.0
C,971014,56,60,669394.0
C,971015,26,28,398353.0
C,971016,22,25,443367.0
C,971017,30,30,422019.0
C,971018,33,37,454707.0
C,971019,21,23,285397.0
C,971020,24,24,311720.0
C,971021,29,31,486127.0
C,971022,22,23,362825.0
C,971023,22,22,294583.0
C,971024,19,20,376737.0
C,971025,25,28,450319.0
C,971026,29,31,382975.0
C,971027,22,22,326231.0
C,971028,28,28,341985.0
C,971029,26,30,450095.0
C,971030,26,26,410097.0
C,971031,390,818,494842.10025024414
C,971101,20,21,326901.0
C,971102,22,24,350246.0
C,971103,32,32,360099.0
C,971104,33,36,521793.0
C,971105,63,69,805318.0
C,971106,54,60,685643.0
C,971107,68,74,977465.0
C,971108,73,79,1054167.0
C,971109,53,57,673958.0
C,971110,60,72,821631.0
C,971111,51,53,650284.0
C,971112,174,201,1135037.4006347656
C,971113,58,65,603016.0
C,971114,60,62,542713.0
C,971115,21,22,219217.0
C,971116,30,30,310926.0
C,971117,34,37,485761.0
C,971118,20,21,317624.0
C,971119,18,19,294213.0
C,971120,29,33,560566.0
C,971121,24,27,445129.0
C,971122,23,24,400786.0
C,971123,19,20,291124.0
C,971124,25,27,352118.0
C,971125,25,28,399795.0
C,971126,22,25,457252.0
C,971127,27,30,405264.0
C,971128,29,30,315935.0
C,971129,27,28,397160.0
C,971130,398,834,420728.90018844604
C,971201,34,36,581086.0
C,971202,35,38,479132.0
C,971203,34,37,299152.0
C,971204,38,41,432180.0
C,971205,73,83,1298516.5
C,971206,71,80,1092243.0
C,971207,76,89,1478316.5
C,971208,70,85,1542303.0
C,971209,58,67,857653.5
C,971210,64,73,996279.5
C,971211,59,63,975368.5
C,971212,178,203,1225136.7009277344
C,971213,70,79,1047245.0
C,971214,67,75,1058217.0
C,971215,32,36,462478.0
C,971216,47,47,565607.0
C,971217,39,41,356147.0
C,971218,37,38,477564.0
C,971219,29,32,450337.0
C,971220,39,41,453802.0
C,971221,37,38,346455.0
C,971222,34,36,442728.0
C,971223,27,28,295261.0
C,971224,34,37,699578.0
C,971225,37,41,449896.0
C,971226,40,46,576293.0
C,971227,37,39,466435.0
C,971228,29,33,350788.0
C,971229,39,39,428987.0
C,971230,36,38,472407.0
C,971231,399,821,210951.5000114441
C,980101,61,69,648971.0
C,980102,73,81,873762.0
C,980103,61,67,571419.0
C,980104,74,79,592206.0
C,980105,101,121,1043261.0
C,980106,87,101,841154.0
C,980107,107,121,1352795.0
C,980108,93,103,1274159.0
C,980109,92,102,1090755.0
C,980110,86,107,968532.0
C,980111,87,101,915328.0
C,980112,205,265,1288151.2023925781
C,980113,104,118,909847.0
C,980114,84,102,723043.0
C,980115,61,69,454111.0
C,980116,68,71,384077.0
C,980117,61,75,686322.0
C,980118,62,72,628095.0
C,980119,54,59,490223.0
C,980120,57,66,538838.0
C,980121,68,78,603452.0
C,980122,57,65,562195.0
C,980123,61,73,669088.0
C,980124,56,65,451854.0
C,980125,51,57,397218.0
C,980126,57,62,594931.0
C,980127,51,54,422969.0
C,980128,63,69,661190.0
C,980129,73,85,768394.0
C,980130,60,68,435127.0
C,980131,401,846,440408.200091362
C,980201,29,30,401739.0
C,980202,28,28,323449.0
C,980203,21,23,397544.0
C,980204,29,31,502963.0
C,980205,63,69,700049.0
C,980206,59,61,757051.0
C,980207,70,75,916781.0
C,980208,67,73,1074326.0
C,980209,54,61,744487.0
C,980210,64,66,698494.0
C,980211,55,60,686522.0
C,980212,182,197,1097189.9018554688
C,980213,57,61,630376.0
C,980214,73,77,760661.0
C,980215,30,30,296798.0
C,980216,19,19,325385.0
C,980217,21,24,486110.0
C,980218,33,33,376384.0
C,980219,20,22,359710.0
C,980220,21,21,328089.0
C,980221,14,15,275632.0
C,980222,27,30,459837.0
C,980223,21,21,252106.0
C,980224,26,27,331223.0
C,980225,30,30,362804.0
C,980226,27,30,378162.0
C,980227,29,30,415709.0
C,980228,402,863,528457.4999504089
C,980301,25,25,418830.0
C,980302,19,21,192652.0
C,980303,33,35,478181.0
C,980304,31,31,530285.0
C,980305,60,65,815340.0
C,980306,56,61,545932.0
C,980307,67,75,861807.0
C,980308,80,88,1240352.0
C,980309,58,62,679235.0
C,980310,72,78,942563.0
C,980311,57,61,755723.0
C,980312,209,233,1433373.7016601562
C,980313,66,73,675452.0
C,980314,56,64,706784.0
C,980315,23,25,401296.0
C,980316,33,36,483312.0
C,980317,28,29,328793.0
C,980318,19,20,242644.0
C,980319,16,17,255631.0
C,980320,34,37,474777.0
C,980321,23,23,263265.0
C,980322,22,23,327414.0
C,980323,17,18,317883.0
C,980324,24,24,372430.0
C,980325,29,31,480215.0
C,980326,19,21,242286.0
C,980327,27,32,508249.0
C,980328,32,35,463625.0
C,980329,23,23,342248.0
C,980330,33,35,453824.0
C,980331,402,870,596141.9000453949
C,980401,28,28,356043.0
C,980402,30,36,581206.0
C,980403,23,23,308118.0
C,980404,22,25,390262.0
C,980405,67,68,764334.0
C,980406,62,65,645660.0
C,980407,73,81,1138165.0
C,980408,58,62,868716.0
C,980409,55,60,580055.0
C,980410,60,63,677465.0
C,980411,54,59,831193.0
C,980412,198,222,1083949.8005371094
C,980413,70,76,653605.0
C,980414,50,52,551577.0
C,980415,35,40,766791.0
C,980416,31,31,363631.0
C,980417,31,33,453153.0
C,980418,30,32,450379.0
C,980419,35,36,489741.0
C,980420,20,23,253793.0
C,980421,26,27,454727.0
C,980422,22,23,386603.0
C,980423,25,25,325867.0
C,980424,25,28,350572.0
C,980425,20,22,317670.0
C,980426,22,23,384970.0
C,980427,29,30,425588.0
C,980428,20,24,342799.0
C,980429,34,40,683183.0
C,980430,403,871,449288.0001602173
C,980501,14,14,136519.0
C,980502,33,33,383504.0
C,980503,35,41,614291.0
C,980504,36,43,792464.0
C,980505,70,77,873895.0
C,980506,59,62,614580.0
C,980507,75,80,965782.0
C,980508,70,76,1037003.0
C,980509,59,63,739735.0
C,980510,58,63,606785.0
C,980511,62,66,773283.0
C,980512,211,239,1254114.5012207031
C,980513,61,67,666800.0
C,980514,48,50,442470.0
C,980515,24,24,304345.0
C,980516,33,33,384624.0
C,980517,22,23,372065.0
C,980518,22,22,265925.0
C,980519,37,39,520379.0
C,980520,18,19,271924.0
C,980521,27,29,405318.0
C,980522,23,26,558082.0
C,980523,28,34,631016.0
C,980524,22,24,279136.0
C,980525,19,22,574059.0
C,980526,24,24,328099.0
C,980527,27,30,422649.0
C,980528,30,31,449965.0
C,980529,32,32,285542.0
C,980530,22,24,437123.0
C,980531,403,868,369484.1000881195
C,980601,37,40,684859.0
C,980602,33,37,595818.0
C,980603,26,27,415410.0
C,980604,34,37,542622.0
C,980605,56,65,931696.0
C,980606,67,75,1189523.0
C,980607,92,104,1664834.0
C,980608,64,73,1275648.0
C,980609,64,71,970342.5
C,980610,69,77,1181640.0
C,980611,63,66,1107934.0
C,980612,233,251,1360897.8002929688
C,980613,71,78,1151805.0
C,980614,69,80,1188488.0
C,980615,39,42,632341.0
C,980616,27,29,669641.0
C,980617,22,23,357903.0
C,980618,40,44,709708.0
C,980619,22,25,449989.0
C,980620,26,27,341764.0
C,980621,30,32,559273.0
C,980622,30,35,683215.0
C,980623,33,33,587277.0
C,980624,28,35,729183.0
C,980625,30,32,516251.0
C,980626,37,43,854775.0
C,980627,30,33,574255.0
C,980628,37,37,435187.0
C,980629,24,25,555130.0
C,980630,403,878,538215.2001237869
C,980701,32,35,574876.0
C,980702,30,32,377558.0
C,980703,25,27,405049.0
C,980704,21,21,273685.0
C,980705,69,75,817754.0
C,980706,54,57,727389.0
C,980707,72,77,1005598.0
C,980708,71,80,977234.0
C,980709,55,60,804968.0
C,980710,67,71,881502.0
C,980711,43,45,520841.0
C,980712,216,255,1359836.1022949219
C,980713,66,73,784841.0
C,980714,75,82,835243.0
C,980715,31,32,453831.0
C,980716,15,15,161566.0
C,980717,22,22,465106.0
C,980718,29,33,549616.0
C,980719,23,26,362785.0
C,980720,26,26,372763.0
C,980721,17,17,227419.0
C,980722,26,26,325900.0
C,980723,19,19,297343.0
C,980724,29,31,405703.0
C,980725,26,29,510077.0
C,980726,25,28,323860.0
C,980727,21,21,254873.0
C,980728,25,25,284036.0
C,980729,19,19,178565.0
C,980730,20,20,310216.0
C,980731,403,895,677873.300142765
C,980801,23,24,266350.0
C,980802,27,30,459146.0
C,980803,33,36,556214.0
C,980804,23,24,342910.0
C,980805,55,64,767477.0
C,980806,54,57,579913.0
C,980807,76,78,956931.0
C,980808,65,66,759310.0
C,980809,62,67,714963.0
C,980810,58,65,832494.0
C,980811,51,58,696915.0
C,980812,228,259,1276211.6008300781
C,980813,70,75,811757.0
C,980814,59,67,657890.0
C,980815,17,19,370165.0
C,980816,18,20,339675.0
C,980817,27,32,545792.0
C,980818,25,28,578319.0
C,980819,20,21,403664.0
C,980820,19,19,260229.0
C,980821,19,20,211832.0
C,980822,30,32,508047.0
C,980823,20,21,396490.0
C,980824,20,21,350880.0
C,980825,27,31,420639.0
C,980826,23,24,321685.0
C,980827,32,33,534902.0
C,980828,20,20,236586.0
C,980829,38,40,622725.0
C,980830,31,31,356600.0
C,980831,403,885,679990.7001590729
C,980901,24,27,591645.0
C,980902,30,33,577765.0
C,980903,25,28,312453.0
C,980904,28,31,581958.0
C,980905,68,72,866653.0
C,980906,61,67,709725.0
C,980907,71,77,986338.0
C,980908,69,74,1063007.0
C,980909,65,68,873885.0
C,980910,53,58,693111.0
C,980911,50,54,775354.0
C,980912,241,272,1370448.7995605469
C,980913,68,74,740304.0
C,980914,61,67,830774.0
C,980915,30,33,525228.0
C,980916,29,31,466210.0
C,980917,23,24,373417.0
C,980918,25,27,426936.0
C,980919,24,25,468529.0
C,980920,29,30,402595.0
C,980921,23,24,465772.0
C,980922,18,20,397168.0
C,980923,20,21,340252.0
C,980924,28,28,410030.0
C,980925,24,24,337245.0
C,980926,30,32,428090.0
C,980927,22,25,549547.0
C,980928,24,27,520819.0
C,980929,28,32,409311.0
C,980930,403,887,584825.8000259399
C,981001,21,26,487099.0
C,981002,24,27,521446.0
C,981003,23,24,274572.0
C,981004,25,25,338321.0
C,981005,63,67,859953.0
C,981006,56,60,622105.0
C,981007,71,79,1115378.0
C,981008,62,68,938331.0
C,981009,63,65,693398.0
C,981010,55,58,662607.0
C,981011,53,57,678853.0
C,981012,241,270,1493653.0014648438
C,981013,70,73,837147.0
C,981014,54,63,731173.0
C,981015,17,18,301216.0
C,981016,29,31,545535.0
C,981017,23,24,330162.0
C,981018,25,25,393836.0
C,981019,11,11,107041.0
C,981020,33,37,648721.0
C,981021,22,23,375868.0
C,981022,21,24,380734.0
C,981023,22,24,452705.0
C,981024,28,30,391865.0
C,981025,32,34,487754.0
C,981026,24,24,338326.0
